book_id,descr,descr_vecs
3462,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3463,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3464,Two classic texts in one volume reveal Huxley's explorations into the mind's remote frontiers and the unmapped areas of human consciousness.,"[ 3.05874556e-01  1.15798451e-01 -1.98398754e-01  2.58127749e-01
  2.81645030e-01 -2.79481206e-02  3.26016366e-01  1.83275938e-01
  3.56724828e-01 -2.34357659e-02  1.21944718e-01 -1.74976513e-01
 -2.93153673e-01 -1.05157249e-01 -5.71868829e-02  1.22336268e-01
 -1.12400599e-01  3.43957394e-01 -2.06759393e-01 -8.82974640e-02
 -3.94667745e-01  9.58764777e-02 -5.82555421e-02 -2.08318219e-01
  3.31083387e-01 -2.69010216e-01  3.81548405e-01 -4.03624028e-03
  3.51943403e-01  7.58058503e-02  3.19228649e-01 -3.20888609e-01
  2.16579005e-01 -2.72624969e-01  9.60513651e-02  7.13874325e-02
 -1.32686282e-02 -4.59286064e-04 -2.42968678e-01 -1.60392597e-01
 -6.30936325e-01  1.37133554e-01  1.83196738e-01  1.76860437e-01
  2.58417249e-01  1.49485692e-01 -4.12696213e-01  3.58644962e-01
  3.26268487e-02  4.92269546e-02 -5.38300037e-01  5.96434355e-01
  5.42111285e-02 -2.43654504e-01 -2.65616983e-01  1.58392355e-01
 -1.81027725e-01 -7.83288777e-02 -1.09847568e-01 -1.57080576e-01
 -3.42526212e-02 -6.23610020e-01  1.35502622e-01 -1.73288092e-01
  3.23285967e-01 -6.77881762e-03  6.29746169e-03 -1.27759799e-01
 -9.91020799e-02  8.30990747e-02  6.30891323e-02  4.99739647e-01
  1.41018093e-01 -8.41486827e-02 -7.02192411e-02 -4.23137307e-01
 -5.19359410e-01 -3.36452365e-01 -1.48967773e-01 -3.05851728e-01
 -3.14529985e-01  1.32142007e-03 -2.32003734e-01 -1.28815740e-01
 -1.23053722e-01  1.15912914e-01 -8.98693278e-02  1.66413948e-01
 -3.40943694e-01  1.57714620e-01 -5.40192425e-02 -4.60445881e-05
  6.73907697e-01  3.41911584e-01 -2.22395912e-01  1.75556347e-01]"
3465,Novel of three siblings and their rise to riches and power after WW II. A TV mini series was based on this book.,"[ 1.28871426e-01 -1.16073176e-01 -1.91175029e-01 -1.24663584e-01
  4.96245585e-02  1.48640573e-01  3.19286644e-01  3.91200423e-01
 -5.83360940e-02  5.08504994e-02  1.87375590e-01  8.12602267e-02
 -5.05586982e-01  2.33423710e-02 -7.68583566e-02 -1.36860581e-02
 -4.48910028e-01  3.50691944e-01 -1.23263896e-01  1.94770932e-01
 -2.25729331e-01 -3.73040661e-02  3.86970490e-01 -4.46118325e-01
  4.12863880e-01 -1.26809821e-01  2.81474680e-01  6.10117540e-02
  3.79209667e-01  8.25897753e-02 -7.63775781e-02 -1.30062267e-01
  4.25394088e-01 -2.93718564e-04 -8.41497108e-02  1.00127786e-01
  2.41533414e-01  2.59785801e-01 -2.59673536e-01  2.50056535e-01
 -2.78322369e-01  1.61659047e-02 -1.74578890e-01  3.82676348e-02
  8.25259462e-02  1.36168391e-01 -4.12034869e-01  2.42908329e-01
  1.34491399e-01 -3.60173173e-02 -7.29366019e-02 -1.04456082e-01
  2.96261430e-01 -5.83692491e-01 -1.41842380e-01  3.36036496e-02
 -1.60803944e-01 -1.63011149e-01  3.33322138e-01 -2.63940990e-01
 -2.05439955e-01 -4.30780858e-01  2.01427508e-02 -3.97333980e-01
  2.38715395e-01 -1.17941596e-01  4.24453504e-02 -1.76652044e-01
  1.85679391e-01  3.46804500e-01  1.75654873e-01  1.56277567e-01
  1.81469083e-01 -1.62718371e-01 -6.65626749e-02 -1.63026527e-01
 -5.73428690e-01 -1.75047338e-01 -1.19366318e-01 -1.14486568e-01
 -2.48476073e-01 -1.90826684e-01 -3.73099744e-01 -2.59419709e-01
  7.28498474e-02  1.10428698e-01  7.70616531e-03  2.96694696e-01
 -4.61494893e-01  3.79777879e-01 -1.02187350e-01  1.97127640e-01
  5.47891498e-01  3.09373111e-01 -1.21126212e-01  2.48026848e-01]"
3466,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3467,"In this ""superb"" thriller, Detective Harry Bosch links the bullet from a recent crime to the unsolved killing of a young female photographer during the 1992 L.A. riots (Wall Street Journal). In a case that spans 20 years, Harry Bosch links the bullet from a recent crime to a file from 1992, the killing of a young female photographer during the L.A. riots. Harry originally investigated the murder, but it was then handed off to the Riot Crimes Task Force and never solved. Now Bosch's ballistics match indicates that her death was not random violence, but something more personal, and connected to a deeper intrigue. Like an investigator combing through the wreckage after a plane crash, Bosch searches for the ""black box,"" the one piece of evidence that will pull the case together. Riveting and relentlessly paced, The Black Box leads Harry Bosch, ""one of the greats of crime fiction"" (New York Daily News), into one of his most fraught and perilous cases.","[ 0.09935295 -0.2217591  -0.09535558  0.06125268  0.11552635  0.22646019
  0.10441586  0.22792365  0.12496863  0.13299133  0.05500308  0.0723464
 -0.35591158 -0.04866638 -0.08391982 -0.1681869  -0.09219476  0.15790051
  0.00827464 -0.01832549 -0.2433476   0.0939471   0.1465279  -0.22127827
  0.1526245   0.01554775  0.35990587  0.02061049  0.29158333  0.25180462
  0.04825928 -0.1681202   0.3080812  -0.21694922 -0.13258938 -0.2130549
  0.16959664  0.05996398 -0.13989684 -0.13011746 -0.3295507   0.18606327
 -0.17218186  0.07511762  0.005386    0.2781843  -0.1239423   0.14093234
  0.16901986  0.02018422 -0.40373525  0.28814316  0.17994827  0.00252036
 -0.17498572  0.10339696 -0.02535337 -0.01131883  0.16177367 -0.23865356
 -0.06629179 -0.4350246  -0.0442518  -0.22946662  0.01280658 -0.1365837
  0.07604427 -0.09940236  0.05630028  0.05331633  0.2394648   0.3260514
  0.15364261 -0.1798323  -0.11100821 -0.24602632 -0.29044896 -0.28817558
  0.05498331 -0.23188369 -0.0845312   0.09354741 -0.14039926 -0.16476753
 -0.01640839  0.0932391   0.2237703   0.15426674 -0.28704932  0.23224427
 -0.13068666 -0.08396263  0.5515867   0.21989854 -0.24148236  0.03065593]"
3468,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3469,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3470,"A policewoman in a small Florida community, Sloan Reynolds knows that her modest upbringing is a long way from the social whirl of Palm Beach, the world inhabited by her father and her sister, Paris. But when an FBI agent informers her that her father and his associates are suspected of fraud, conspiracy, and murder, Sloan agrees to accept the sudden invitation they extend to have her join them for the Palm Beach season.","[ 1.15223490e-01 -3.25529188e-01 -9.71654207e-02  1.85102701e-01
  1.04645185e-01  2.06593052e-01  2.28534535e-01  1.07442379e-01
  4.35725935e-02  1.48975879e-01  1.02120332e-01 -1.45516936e-02
 -3.97900939e-01 -2.15805426e-01 -2.35617608e-01 -2.70065844e-01
 -3.84378135e-02  2.52674758e-01 -5.95647171e-02 -5.93501702e-02
 -1.86118126e-01  1.66737273e-01  6.54181391e-02 -1.77965954e-01
  1.61775202e-01 -2.20811721e-02  3.09848100e-01  1.17396630e-01
  2.14378223e-01 -1.98974111e-03 -5.76215908e-02 -1.14230759e-01
  3.83177161e-01  3.19034867e-02 -4.34961990e-02 -2.22025961e-01
  2.33836919e-01  7.98983574e-02 -1.86742797e-01  1.59442052e-01
 -1.93034410e-01  1.45305812e-01 -2.41631299e-01  3.07146639e-01
 -6.55845627e-02  2.34400913e-01 -7.04738125e-02  3.85303140e-01
  1.33200273e-01  4.05189628e-03 -5.48315942e-01  1.75058872e-01
  5.91326915e-02  1.03170949e-03 -1.50140703e-01 -2.60878913e-02
 -1.71826959e-01  2.37181783e-01  8.94623175e-02 -1.35740340e-01
  9.75490957e-02 -4.36860025e-01  1.30645201e-01 -1.14225388e-01
  4.40870263e-02 -2.61072010e-01  2.17525810e-01 -1.57179460e-01
  1.59105659e-03  3.56609561e-02 -1.87087353e-04  1.32525265e-01
  1.30494028e-01 -1.26407281e-01 -2.76350170e-01 -2.54903555e-01
 -4.15107995e-01 -2.09052205e-01 -3.84760834e-02 -3.06568414e-01
 -7.93320686e-02 -5.02449013e-02 -4.07411724e-01 -1.57851189e-01
 -1.44147038e-01  1.42803669e-01  2.89451648e-02  1.94149181e-01
 -3.46929520e-01  3.24407220e-01 -1.17803058e-02 -9.96129662e-02
  7.22898304e-01  2.02827156e-01 -2.13125601e-01  4.16040987e-01]"
3471,"Bk. 1. Emily, Navin and their mother move to the old family home. On the first night, the mother is abducted by a strange creature.","[ 0.14677446 -0.54856324 -0.10375533  0.0064612   0.20707245  0.3440093
  0.25275415  0.26340348 -0.06670683  0.061251    0.28447282  0.13860968
 -0.27089953  0.08823019 -0.15388002 -0.15760623 -0.20376551  0.07697579
 -0.09416638 -0.01183299 -0.20413272  0.20582782  0.24392368 -0.1601357
 -0.05676425 -0.03361199  0.3558638   0.05416058  0.09233879  0.4542709
  0.08770254  0.0731748   0.4578962  -0.0607418   0.10576164 -0.03927096
  0.20588289  0.18155366 -0.3017831   0.3559708  -0.1144065   0.20955083
 -0.28216502  0.04085917  0.09192775  0.17408411 -0.5928725   0.48481077
  0.4316052   0.0840307  -0.2643896   0.28195873  0.01091072 -0.07068554
 -0.12048623 -0.06498369 -0.10503267 -0.21715271  0.07094267 -0.10642582
 -0.14707313 -0.7155685   0.06228029 -0.02348454  0.10982821 -0.09010204
  0.10174569 -0.23228146  0.08473299  0.11925485  0.01700913  0.38230196
 -0.08088642 -0.09163127 -0.34136254 -0.35272476 -0.38595954 -0.23095834
  0.05475229 -0.42639542 -0.17074355 -0.32355484 -0.4372551  -0.28324345
  0.00240094 -0.02279309  0.4016677   0.36439243 -0.56826776  0.66274476
 -0.22595313  0.08157372  0.5541549   0.20270103 -0.45317608  0.10147996]"
3472,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
3473,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
